,unnamed: 0,unnamed: 0,mth_day,artificial intelligence,artificial intelligence_norm,artificial intelligence_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.6395934042887603,-0.7435714547405131,
2,2,2,01-03,1.5978574824880467,-0.8557588217625491,
3,3,3,01-04,1.6248243701820082,-0.7832710463251145,
4,4,4,01-05,1.4333186524525754,-1.2980439641084451,-1.1873509006919438
5,5,5,01-06,1.325628452062095,-1.587518342883922,-1.1552843178472842
6,6,6,01-07,1.2257696208787319,-1.8559417743311202,-1.1825025666133897
7,7,7,01-08,1.7111698266371669,-0.5511719576725547,-1.0799844646798935
8,8,8,01-09,1.5371031177743393,-1.0190683143591828,-0.9857175559468532
9,9,9,01-10,1.8536569526213609,-0.1681624347241362,-0.6824883928811932
10,10,10,01-11,1.6437335914450055,-0.7324425117102035,-0.6161903161021984
11,11,11,01-12,2.0024719669786224,0.23185663551003824,-0.4604766179353641
12,12,12,01-13,1.3737548043143502,-1.4581533136571512,-0.46675700210655924
13,13,13,01-14,2.0587412993885192,0.38311023132845146,-0.5421353509993816
14,14,14,01-15,1.5230845542084812,-1.0567506193863538,-0.5467779136418993
15,15,15,01-16,1.6854035231114337,-0.6204325280810704,-0.514407476517278
16,16,16,01-17,1.6333708401007312,-0.7602978875653097,-0.20280309956666387
17,17,17,01-18,2.07472662817712,0.4260792582577663,-0.2842787647253171
18,18,18,01-19,2.0692927915789827,0.4114729480465337,-0.20626657635221535
19,19,19,01-20,1.8768779356255696,-0.10574375962346776,-0.3516806923720761
20,20,20,01-21,1.6972170263326976,-0.5886774891477433,-0.6229408731615379
21,21,21,01-22,1.3608219412797076,-1.4929172242002349,-0.6561131314463922
22,22,22,01-23,1.027885891469073,-2.3878589723020798,-0.7636861404115484
23,23,23,01-24,2.000682206894402,0.22704570854864065,-0.9554888022986675
24,24,24,01-25,1.8291770561331888,-0.23396510574440346,-1.093736838520518
25,25,25,01-26,1.4487516085614631,-1.2565597309461831,-1.042730527793884
26,26,26,01-27,1.3886309859245625,-1.4181657064788464,-0.9189739035414789
27,27,27,01-28,1.4746740862584673,-1.1868793598404312,-1.0100447507184716
28,28,28,01-29,1.3041253788137117,-1.6453192267876489,-1.2209824781221645
29,29,29,01-30,1.7974012569801148,-0.3193793745133153,-0.7232350886184129
30,30,30,01-31,1.358338989632624,-1.4995914701665616,-0.5407062707394691
31,31,31,02-01,2.559782913222931,1.729924606076327,-0.08524136901993733
32,32,32,02-02,1.796056991450263,-0.32299279920518265,0.1634342638757583
33,33,33,02-03,2.4913258551195163,1.5459100504767591,0.05739768048453306
34,34,34,02-04,1.8591989335521408,-0.15326542941347526,0.3250626883150905
35,35,35,02-05,1.5607150059392954,-0.9555988748606666,-0.020415256046129926
36,36,36,02-06,1.9557990851214115,0.10639857681678308,0.4743688151214125
37,37,37,02-07,1.7886350993929283,-0.3429430600909956,0.3476630329881291
38,38,38,02-08,2.900473817549647,2.645711627800072,0.28017676827677934
39,39,39,02-09,2.2085034970313218,0.7856753576770588,0.2586320969376695
40,40,40,02-10,1.7085615734974078,-0.5581830176815737,0.06496901207745408
41,41,41,02-11,1.5126247400510937,-1.084866902895326,-0.021197178377305004
42,42,42,02-12,1.5235200729672194,-1.0555799323445094,-0.2862200256783078
43,43,43,02-13,1.5963019259450386,-0.8599402028195501,-0.6094703262382355
44,44,44,02-14,2.3089113382456534,1.0555745439940551,-0.5964922061622729
45,45,45,02-15,1.4869704247607325,-1.1538264456825071,-0.6440487220774046
46,46,46,02-16,1.7375302792789198,-0.4803142972257986,-0.6732797968807483
47,47,47,02-17,1.4064729469196011,-1.3702059983861157,-0.8487619688874289
48,48,48,02-18,1.4582728414191148,-1.2309663811645712,-1.000539314319046
49,49,49,02-19,1.2046048711321755,-1.912833234859634,-0.6463484711477846
50,50,50,02-20,1.9701262724293047,0.14491047140435231,-0.24519945591239176
51,51,51,02-21,2.277566463807856,0.9713186133450606,0.047844014057896324
52,52,52,02-22,2.6329425369001767,1.9265797941865588,0.2602084922248948
53,53,53,02-23,2.0605807848094453,0.3880548214356128,0.679850409791554
54,54,54,02-24,1.932295585118213,0.04322048783741942,0.6813284170966053
55,55,55,02-25,2.1412954836727187,0.605018270540321,0.38675769652118547
56,56,56,02-26,1.9734253603181788,0.15377851523466066,0.2654248297714154
57,57,57,02-27,1.620049621133364,-0.7961057101074582,0.5209540236993326
58,58,58,02-28,2.3621131642384507,1.1985825936879386,0.44582680295483573
59,59,59,02-29,2.6309523019596863,1.9212299850031158,0.5634454832115173
60,60,60,03-01,1.764602703468817,-0.40754283662956203,0.6057899083369785
61,61,61,03-02,2.4038343508447304,1.3107303520804108,0.4535658826247029
62,62,62,03-03,2.0679431476222683,0.407845065987428,0.45574045687382103
63,63,63,03-04,1.2802675118659566,-1.7094498643811125,0.18741204953916477
64,64,64,03-05,2.3669670722970944,1.211630039182648,0.07836991081464818
65,65,65,03-06,2.0320114199673562,0.3112595409951783,-0.08292099548995746
66,66,66,03-07,1.5212076958707643,-1.0617956689766614,-0.31145094634456144
67,67,67,03-08,2.04381388696988,0.3429849142527769,-0.22640250982302146
68,68,68,03-09,1.557837148462029,-0.963334639140196,-0.5056646959555094
69,69,69,03-10,1.4701057257482062,-1.1991592452518725,-0.5505634626537451
70,70,70,03-11,1.7436206971192632,-0.4639430776122798,-0.4895054268765975
71,71,71,03-12,1.9317920388227048,0.04186694080576416,-0.7954730098284876
72,72,72,03-13,1.6574964852849772,-0.6954474543137759,-0.4182886887774016
73,73,73,03-14,1.3608578935490605,-1.4928205834585635,-0.26859776303767297
74,74,74,03-15,2.3997573617112424,1.2997712871663194,0.00705842064050823
75,75,75,03-16,1.8042336549502136,-0.30101369081350043,-0.26712322111179687
76,76,76,03-17,2.3589180464339647,1.1899940244568072,-0.0768518266555351
77,77,77,03-18,1.3197860422588783,-1.6032229097080666,0.08581675474283033
78,78,78,03-19,2.0822048415322256,0.4461809124237948,-0.2702321873638526
79,79,79,03-20,1.7239534918979371,-0.5168090950683709,-0.2546383152589482
80,80,80,03-21,1.6050138251022137,-0.8365223654737782,-0.4472900209253588
81,81,81,03-22,1.8390410300058804,-0.2074504581840739,-0.13896724127200086
82,82,82,03-23,1.9288965527899564,0.03408379045834353,-0.1538826127884879
83,83,83,03-24,2.0079991145095337,0.2467137682120812,-0.05966047663022478
84,84,84,03-25,2.048911960394276,0.3566886833248725,0.005489085263800153
85,85,85,03-26,1.9342684931845813,0.048523721881207765,0.07289258452962825
86,86,86,03-27,1.7504353868735507,-0.4456249941096286,-0.06688972779663205
87,87,87,03-28,1.9894936477538567,0.19697053741089465,-0.3539890435180469
88,88,88,03-29,1.6168858258481706,-0.8046100834992183,-0.45816667677724415
89,89,89,03-30,1.3671593350555542,-1.4758821261164081,-0.6782077436143878
90,90,90,03-31,1.8163751068873075,-0.26837711623031124,-0.7251433836581769
91,91,91,04-01,1.443110691611962,-1.271722679141655,-1.1452817234176982
92,92,92,04-02,1.6456694624455754,-0.7272388343723629,-1.2936366642642467
93,93,93,04-03,1.0516949619049871,-2.3238595011462326,-1.1569387566165361
94,94,94,04-04,1.2857399736397912,-1.6947397285785109,-1.13172875266561
95,95,95,04-05,1.6722853043343622,-0.6556946802301454,-0.9366060648610688
96,96,96,04-06,1.872646830598492,-0.11711709252475325,-0.828009335905128
97,97,97,04-07,1.878647710935491,-0.100986552314408,-0.3680271772310106
98,98,98,04-08,1.8880702625264711,-0.07565846063671869,-0.3536869746050579
99,99,99,04-09,2.078429784928808,0.4360334508984721,-0.21670590331692638
100,100,100,04-10,1.317749009485276,-1.6086985128227949,-0.3314608039465162
101,101,101,04-11,1.978043328497804,0.1661917474986433,-0.13170306402444187
102,102,102,04-12,1.6165002597648357,-0.8056464963022927,-0.2623650093027503
103,103,103,04-13,2.324530717219296,1.097559887218038,-0.22602710146558158
104,104,104,04-14,1.5964172783151491,-0.8596301323065693,-0.21066712433593962
105,105,105,04-15,2.1595403120844567,0.6540608979214845,-0.3018539684094412
106,106,106,04-16,1.3520343031699509,-1.5165386500449431,-0.14441219535377048
107,107,107,04-17,1.7745034597303344,-0.38092931694236576,-0.22391834756867227
108,108,108,04-18,1.9679290009595456,0.1390041420317314,0.02492779554942683
109,109,109,04-19,2.1470635403205813,0.6205229739286272,-0.034687250677330445
110,110,110,04-20,2.1518714321262205,0.6334467264020254,-0.14445082975625267
111,111,111,04-21,2.026472446770683,0.2963706205609408,-0.31603860762971275
112,112,112,04-22,1.1070289549953458,-2.1751201245184766,-0.4841122245335381
113,113,113,04-23,1.3914991552682303,-1.410455984183126,-0.6220403872785402
114,114,114,04-24,1.5927687212562176,-0.8694375593912207,-0.6431993442642276
115,115,115,04-25,1.8391914955130333,-0.207046002541385,-0.8927650052491721
116,116,116,04-26,2.104642126496869,0.5064929844879005,-0.525891040650872
117,117,117,04-27,1.4694122436036818,-1.2010233453487258,-0.34295237450450067
118,118,118,04-28,1.9259352277943969,0.026123663071323903,-0.20752918045374982
119,119,119,04-29,1.7998399908158966,-0.3128239873048977,-0.057095933758293554
120,120,120,04-30,1.895049378353456,-0.056898395086715674,-0.20518839821580126
121,121,121,05-01,2.1749763732743133,0.6955534776313527,0.11199365412490754
122,122,122,05-02,1.7740821527704445,-0.3820618022571457,0.1010623826032569
123,123,123,05-03,2.1774002649545072,0.702068968695527,0.3033810355064693
124,124,124,05-04,1.9015353311471903,-0.039463966058580095,0.22495928579850086
